"","business_id","name","address","city","state","postal_code","latitude","longitude","stars"
"34944","wlUiXdH1Cfj4do5kNxrOtw","Hunan of Lyndhurst","5670 Mayfield Rd","Cleveland","OH","44124",41.5191431776,-81.4751980321,2.5
"34945","AZ_iSVHQdBiCTnMolLTg3Q","China Buffet","6401 Penn Ave","Pittsburgh","PA","15206",40.458066,-79.917146,3
"35071","THTiTUAvK1ihGpXleFjGcQ","No 1 Kitchen","635 Abbe Rd S","Elyria","OH","44035",41.3636267,-82.078337,3
"35137","mofOjB6flg-eAWOFbOkHfQ","ChinaTown Buffet","713 W Marketview Dr","Champaign","IL","61822",40.13727,-88.2560426,2.5
"35142","CcOjMY6DP9x8nsf9ZYJxow","Safarik Wellness","6314 Odana Rd, Ste 22","Madison","WI","53719",43.0543722,-89.4889097,5
"35206","vNdf_D-Prw2lXDLeKHohxA","Pandas","4174 Wheatley Rd, Ste 600","Richfield","OH","44286",41.2195696,-81.6369753,3.5
"35329","BNeS_hZfmdQWsqewj-LuDA","Ting's Kitchen","3200 Mcintyre Square Dr","Pittsburgh","PA","15237",40.5531627166,-80.0155167018,4
"35337","Q8NR1XY6BiVT6YCvkWPsBQ","Magic Wok","1027 N Aurora Rd","Aurora","OH","44202",41.3455033,-81.3763519,4
"35361","3qrfY-XCUKVyrO5T6GskqA","Noodles & Company","3805 Forbes Ave","Pittsburgh","PA","15213",40.4418195,-79.9568582,3
"35398","jwuR0AGCw_BaM8uEkKyVEw","Main Moon","4850 Larson Beach Rd","Mc Farland","WI","53558",43.0183323893,-89.2990612503,3
"35409","VKkK2Kn4wlF9ksUubH9M3A","China Kitchen","544 N Center St","Lagrange","OH","44050",41.2458578513,-82.118034102,2.5
"35437","5NpmXRTEpi4ZOEK6LrYrGw","China King","319 S Division St","Stoughton","WI","53589",42.9162149495,-89.2203672297,4
"35453","AB6xAAxRRVS8tJgbW1aphw","China Lobster","3215 Leechburg Rd","New Kensington","PA","15068",40.585867,-79.709536,3.5
"35497","i17-RGooGWIad0y5YtaBtQ","China House","4506 Liberty Ave","Pittsburgh","PA","15224",40.4628283,-79.9516846,4
"35507","WuxgvHDQ1aMIaAQ_1ciOXg","Beijing Garden","7995 Darrow Rd","Twinsburg","OH","44087",41.283934,-81.440302,4
"35532","oEHjXUvJnYf144QyAvvY2w","Ming Yip Acupuncture & Herbal Therapy","2528 Penn Ave","Pittsburgh","PA","15222",40.4544103,-79.9791143,5
"35573","klWcP_4OVXLStd3VovuA1A","Greedys Restaurant","4338 E 71st St","Cleveland","OH","44105",41.4407600634,-81.6396193246,3.5
"35589","GZmpmQdY90Q4g-I5waNMGQ","Hunan King Chinese Restaurant","1700 Mount Royal Blvd","Glenshaw","PA","15116",40.525341,-79.961673,3
"35731","aqrC9UyFD6IL19-yRqqQjA","China Wok","423 Cleveland St","Elyria","OH","44035",41.3743749,-82.0861478,3
"35733","NlzU1RxfXaWF6ir-ZWfrLg","Madison Cuisine","785 University Ave","Madison","WI","53715",43.0730348,-89.398342,3
"35750","mTPC_emDlTlfwr5o8A9APw","Hing Wong ","515 Pittsburgh St","Springdale","PA","15144",40.5411720291,-79.7854216882,4.5
"35960","sReFrTIJ92iDprWD8dKAuw","Phong May House","2351 Noblestown Rd","Pittsburgh","PA","15205",40.4269308,-80.0548448,3
"36035","bsme1TUoEQt5EDF7O6HBrg","Dragon Light","3537 W 105th St","Cleveland","OH","44111",41.4561071,-81.7585178,4
"36058","vn5f16PcHU-feucWgK7r1g","Edo Asian cuisine","532 S Park St","Madison","WI","53715",43.0611378,-89.4010411,3
"36116","6PPoODoXUyMULipVWnpJWw","Chen's Garden","2047 State Rd","Cuyahoga Falls","OH","44223",41.1355058,-81.508111,3.5
"36139","LG6vpg5Qx_DstY2aT8-O4Q","Asian Kitchen","449 State St, Ste E","Madison","WI","53703",43.0745126,-89.3933663,3
"36207","mdpETdI-PdPbMtiAnf8m8g","Panda Express","1028 Freeport Rd","Pittsburgh","PA","15238",40.48676,-79.8871478,1.5
"36295","MJXN25eWW0U4E5aVUlAFCw","Ming Moon","3786 W 117th St","Cleveland","OH","44111",41.4500459,-81.7695057,3
