"","sweet","spicy","bitter","salty","bland","sour","crispy","chicken","fish","beef","soup","tea"
"cr16MXgn_O4qdStRqcd_Lw",1,0,0,0,0,0,0,0,0,0,1,0
"M0zT8mbOqZF91NCI0aJOsA",0,0,0,0,0,0,0,0,0,0,1,0
"x951fXiahH1BDO5veMxpPA",0,0,0,0,0,0,0,0,0,0,0,0
"LUuVbuEGQlFACenqHUFDmw",0,0,0,0,0,0,0,0,0,0,0,0
"VoladsQLdJzQRDzVxiVhXA",0,0,0,0,0,0,0,0,0,0,0,0
"o7HIX7UgYlfPZC89wxQ57Q",1,0,0,0,0,0,0,0,0,0,0,0
"wZzRAgbsEVory_QMneu1ww",0,0,0,0,0,0,0,0,0,1,0,0
"5-JtDxKyYJge0DMJT_q63Q",0,0,0,0,0,0,0,0,1,0,0,0
"TfR4z4sYVQDkqC_tOmXcig",0,0,0,0,0,0,0,0,0,0,0,0
"mmYRNCMueREyoVLpAsLJmw",0,0,0,0,0,0,0,0,0,0,0,0
"XRXRtDo15hM52RsEx572Jw",0,0,0,0,0,0,1,0,0,0,2,0
"g6nPlL8QeQ0X8j9r0oI0lQ",1,0,0,0,0,1,0,1,0,0,0,0
"VAHV1ZRHlHOj2BpoSliJtQ",0,0,0,0,0,0,0,0,0,0,1,0
"QYx61qOCS-aam1MoLQ4Nhw",0,0,0,0,1,0,0,0,0,0,0,0
"jb2axHbJjoTpsYYhYhqKMw",0,1,0,0,0,0,0,1,0,3,0,0
"gH2QOEt6zvx6IFHLIuZNew",0,0,0,0,0,0,0,1,0,0,1,0
"hm3RE34yZmzARGkp8WI74w",0,0,0,0,0,0,0,2,0,0,0,0
"xLC-zPAfXnioWNAlLNdrpg",0,0,0,0,0,0,0,1,0,0,0,0
"ph3bKSUcJgPnj-sVfhMuXg",0,0,0,0,0,0,0,0,0,0,0,0
"cDn7Xh_L-rYO_LnBmDHZ6Q",0,0,0,3,0,0,0,0,4,3,0,0
"KSxTr4Jh6EOADaGnVXZ6Pg",0,0,0,0,0,0,0,0,0,0,0,0
"l2G0J4aXiJOK70SyHZX86Q",0,0,0,0,0,0,0,0,0,0,0,0
"jKLwk4dCdgeE87yi7LRB0w",0,0,0,0,0,0,0,0,0,0,0,0
"IXzMtzlJATS6zhMF1fOBAA",0,0,0,0,0,0,0,0,0,0,1,0
"_IhGAm_yMno0EJdX7MdCPg",0,0,0,0,0,0,0,0,0,0,0,0
"sVqSrEuZhVoY7cjTMkEf8A",0,0,0,0,0,0,0,0,0,0,0,0
"KL8STHV_Ljrxvmd1XwuMFg",0,0,0,0,0,0,0,0,0,0,0,0
"rGu35heHKC7iLU66_4_lxQ",0,0,0,0,0,0,0,1,0,0,0,0
"_4X7EQbsoqiYkNLjhyWW7w",0,0,0,0,0,0,0,0,0,0,0,0
"NHn4lYRW4YxxH__xeYw9NA",1,0,0,0,0,0,0,1,0,0,0,0
"vMGdM3TAsQw2UH5iq_gyDg",0,0,0,0,0,0,0,4,0,1,1,0
"gE8WNc7jdSysk-cOhIGtFA",0,0,0,0,0,0,2,1,0,0,0,0
"KkQLrtSiPSGP2mC1nqhAHQ",0,0,0,1,0,0,1,0,0,0,0,0
"SMeo7W8eKK0unWZ5abAscA",0,0,0,1,0,0,0,2,0,0,0,0
"12VRinuUKNJ2s1XO2oiwbQ",0,0,0,0,0,0,0,0,0,0,0,0
"-JF0F_PWF_QlYvsn2YUpMA",0,0,0,0,0,0,0,0,0,0,0,0
"6aXBeHGh0I91tdPDEkmuMA",1,1,0,0,1,0,1,1,3,0,0,0
"gWoJHlmU71ot9LFx633RKg",0,0,0,0,0,0,0,0,0,0,0,0
"eQ9mBiedJPIp4LNwLBi5kw",0,0,0,0,0,0,0,1,0,0,0,0
"p40zrg1fYK3hMfM_u6qukA",0,0,0,0,0,0,0,0,0,0,1,0
"xYpP7X5F8fHRN8LttfYIBA",0,0,0,0,0,0,0,1,0,2,0,0
"IKHquoHZA_hwTgWLU_sXFA",0,0,0,0,0,0,0,0,0,0,0,0
"Tyn4XxRteiHR1i_uggIlgw",1,0,0,0,0,0,0,0,0,0,0,0
"wQpFJeJPVbJyY7_uHSbqvg",2,0,0,0,0,0,1,0,0,0,0,0
"eAr5-Jp0_W6BgC5jOx2vMw",0,0,0,0,0,0,0,0,0,0,0,0
"0h1diTfy4gqdQocMVOLd6A",0,0,0,0,0,0,0,1,0,0,0,0
"Hcc5CjMWZrTwPYjkwyh0qQ",0,1,0,0,0,0,0,1,0,0,0,0
"2QbcFR-_Y2MWpzrPOfpVEw",0,0,0,0,0,0,0,0,0,0,0,0
"_gRFMTbClviOi3q3iYZS6g",0,0,0,0,0,0,0,0,1,0,0,0
"ucOAYDkOeJURl6Ju1v-EYg",0,0,0,0,0,0,0,0,0,0,0,0
"e9kH2RBWzMtBfQGrloyHeg",0,2,0,0,0,0,0,0,0,1,0,0
"Yiw5hon0qyB3lETl0pRakA",0,0,0,1,0,0,0,2,0,0,0,1
"FNpMNA12EcOoxmcjbZ5qZQ",0,0,0,0,0,0,0,0,0,0,0,0
"EZ6mE_F2PrpKzkX0f0Wx8A",0,0,0,0,0,0,0,1,0,0,0,0
"LsfZeq-q3T-6bv9WUABLkw",0,0,0,0,0,0,0,3,0,0,1,1
"oB4LXAF6oYXiu48KrzJqgA",0,0,0,0,0,0,0,0,0,0,0,0
"CZhLSvEogf5jTj215og1FQ",0,0,0,0,0,1,0,0,0,0,1,0
"AzAoOqsQTUZnrepKGacV8Q",0,0,0,0,0,0,0,0,0,0,0,0
"CQF6oS_zxVCjqexl3OWxbQ",0,0,0,0,0,0,0,0,0,0,1,0
"mt0YUqemG9DhdEF2XwKXaw",0,0,0,0,0,0,0,0,0,0,0,0
"6Vq1h48KQdy-xSKpJPMg9g",0,0,0,0,0,0,0,0,0,0,0,0
"C58bjM_--guasStaySjo3g",0,0,0,0,0,0,0,0,0,1,0,0
"3YAYzPshE82Jxj2V0QjA4g",0,0,0,0,0,0,0,0,0,0,0,0
"oOCjfDKCFWZLeoy5fcOrSQ",0,0,0,0,0,0,0,0,0,0,0,0
"jTmd89WZvEG0GbXz59lIRQ",0,0,0,0,0,0,0,0,0,0,0,0
"ZISUNQSLLMMHkuzvwFsG5w",0,0,0,0,0,0,0,0,0,1,1,0
"sfIXu65w6tMD4V8Aj7h-NQ",0,0,0,0,0,0,0,1,0,1,0,0
"wguDqH2XlcRfIpCOtHFVKA",0,0,0,1,0,0,0,3,0,0,0,0
"T-bhzAvE8CZzVYBSfOlg1w",1,0,0,0,0,1,0,2,0,0,0,0
"nDiWGNn6dr4MEmutFytCnQ",0,1,0,0,0,1,2,2,0,0,0,0
"zo4k-VGaVWsUfGsz4VdzkA",0,0,0,0,0,0,0,0,0,0,0,0
"tWti4yPZsd0MNwKNsIZIXQ",0,0,0,0,0,0,0,0,0,0,0,0
"lTXq9-fkcR81eYMW1Myd6Q",0,2,0,0,1,0,1,0,0,1,3,0
"krdeFzEfdZtD2-lNqyNuPw",0,0,0,0,0,0,0,0,0,0,0,0
"uDto-xKdlBjNu_iaUgyJ2A",0,0,0,0,0,0,0,0,0,0,0,0
"ef_6TFUu1C09Max4yF2d7A",0,0,0,0,0,0,0,0,0,0,0,0
"nRoFPgiwQJQJkZpKXB5QHw",0,0,0,0,0,0,0,0,0,0,0,0
"EqgnRKG8uHYJNlE2XkySmw",0,0,0,0,0,0,0,2,1,0,0,0
"tj_EpUxutbTwabWZHqiGXw",0,0,0,0,0,0,0,0,0,0,0,0
"DcqZUP1wlOIKXIYJaqRckg",0,0,0,0,0,0,0,0,0,0,0,0
"IoyG6qhY7S5bz3r5Fu6p7Q",0,0,0,0,0,0,0,0,0,1,1,1
"AFDgpkoZ5LzAon8P-p8lGQ",0,0,0,0,0,0,0,1,0,1,0,0
"1dM_u43BDKf8Jis4u1fyPg",0,0,0,0,0,0,0,2,0,0,0,0
"ngj2nWJH7Edm_3EffUCZ1w",0,0,0,0,0,0,0,0,0,0,0,0
"3lSaOyyLtNy2ZyqIN6AnbA",0,0,0,0,0,0,0,0,0,1,0,0
"eKMlX828EL-tIwVapIL6jw",0,0,0,0,0,0,0,0,0,0,0,4
"vevQjvLJ2m3Ex18X0W2LEg",0,0,0,0,0,0,0,1,0,0,1,0
"X_IH1ahXzKHAAHGN2ZO4xA",0,0,0,0,0,0,0,1,0,0,0,0
"BVQ2PKTlo6N8z7UeK4Kw1g",0,0,0,0,0,0,0,2,0,0,0,0
"a-VPFcooo36u5DgHjML3Tg",0,0,0,0,0,0,0,1,0,0,0,0
"_OKsmhXDmVUVGFY8XO2I7A",0,1,0,0,0,0,0,0,0,2,2,0
"3PxtTqCfYA9ozQoMJ6Nc4Q",0,1,0,0,0,0,0,0,0,1,2,0
"Kph-7wgTc14EXKwcMHzdKg",0,0,0,0,0,0,0,1,0,0,0,0
"HwnOUt_AizlnY9Q-LwQwRw",0,0,0,0,0,0,0,0,0,0,1,0
"6p5jMbWBQzzZWw0WYqlftQ",0,0,0,0,0,0,0,0,0,0,0,0
"sdYntq_Xx5AjcDov78_-5g",0,0,0,0,0,0,0,0,0,0,0,0
"cd2TA2tMAcHQ4TqrgowEIw",0,0,0,0,0,0,0,2,0,1,0,0
"AwyykgjMo6ZvVOPRvyQnvw",0,0,0,0,0,0,0,0,0,0,2,0
"pbKtDbPqbndpgbWusf0EcQ",0,0,0,0,0,0,0,0,0,0,0,0
"cxjTu2uVC2DTUnnEk2cIXw",0,0,0,0,0,0,0,0,0,0,0,0
"0zENMS29EDOnJyI6xI_jEQ",0,0,0,0,0,0,0,0,0,0,1,0
"kgBEoVGUKaFRQHXzg7FKPg",0,0,0,0,0,0,0,0,0,0,0,0
"yLUMOIa6NnW8edVvZyEOsA",0,0,0,0,0,0,0,0,0,0,0,0
"zGA50GQquJ5Od1Ly03nG8Q",0,0,0,0,0,0,0,0,0,0,0,0
"0eKo3acgF00KfG_TowzqWg",0,0,0,0,0,0,0,0,0,0,0,0
"MhZzy2Qo2ataytAnkW3ZJw",0,3,0,0,0,0,0,0,0,0,0,0
"Pi0NsQKhANrx8JTb-PevTw",0,0,0,0,0,0,0,0,0,0,1,0
"GuhYaFp9wpgL1SETWoJ8Ww",0,1,0,0,1,0,0,0,0,0,0,0
"KSZFbfU_e3JFM9QFBKG3AA",0,0,0,0,0,0,0,0,1,0,0,0
"Ls5dXxSzNkcT-p0JhaOCgA",0,0,0,0,0,0,0,0,0,0,0,0
"zS-3S6-3zaO3XzBJpg1nGw",0,3,0,0,0,0,1,0,0,0,3,0
"RFfARGCHBdUKeAIo97qQtg",0,0,0,0,0,0,0,0,0,0,0,0
"RIbyWvffM5ppfYzLgTGQfQ",0,0,0,0,0,0,0,0,0,0,0,0
"kFHu8Xme02m5L93E_PnrTA",1,1,0,0,0,0,0,3,0,3,0,0
"2SxucrjF5o3WrDekgSSSbA",0,0,0,1,0,0,0,0,1,0,0,0
"IWRzjWlWrTPsGVTn5qbO9w",0,0,0,0,0,0,0,5,0,0,0,0
"gnyVtrVbSZdv-bOCvJ9B8Q",0,0,0,0,0,0,0,2,0,0,0,0
"gW4yFPer4AGmUWb-ISFTDw",0,0,0,0,0,0,0,0,0,0,0,1
"vFLWeSyz4I1LuBlkeWT5rg",0,0,0,0,0,0,0,0,0,0,0,0
"h-QBjSyp0WyLOj_eFSw26Q",0,0,0,0,0,0,0,0,0,0,0,0
"SPNNPR_dzdNT0DPvvEP8HQ",0,0,0,0,0,0,0,1,0,0,0,0
"QsRujqYKDUbGWXi-PCi3cg",0,0,0,0,0,0,0,0,0,0,0,0
"l-bj7YZtOJASqB_4eVKbdQ",0,0,0,0,0,0,0,0,0,0,0,0
"8VZID5k1EZSv0fvqB9vxkQ",0,0,0,0,0,0,0,0,0,0,0,0
"iK_PEltL1R2gAX-g2ZMAKQ",1,7,0,0,0,0,0,0,0,1,0,0
"haPS8XOVtkwX9EsD_EX3bw",0,0,0,0,0,0,0,0,0,0,0,0
"oFCE4bIpdm4Cr56Oq99dUg",0,0,0,0,1,0,0,2,0,0,0,0
"J5JgjmIZoFlSKxpKi6QxoA",0,0,0,0,0,0,0,0,0,0,1,0
"KtMjq-dSYkxrdAdePTBjeg",0,0,0,0,0,0,0,0,0,0,1,0
"VGXGNStyX3jZmxj0CkqpXQ",0,0,0,0,0,0,0,0,0,1,0,0
"Us2fsauoZ_MBTGMHAOaBuA",0,0,0,0,0,0,0,0,0,0,0,0
"aE7G86kVCr8a8Cg4oO5kBg",0,0,0,1,0,0,0,0,0,0,0,0
"2WuJG1196gXApReGcE36Yg",0,0,0,0,0,0,0,0,0,0,0,0
"ckryy4YHQEl1yU_a2_Um_A",0,0,0,0,1,0,0,0,0,0,0,0
"dnPoHV3v-LMT8stnN6RFuw",0,0,0,0,0,0,0,0,0,0,0,0
"WH-0YxAk54Fkpirs5SWASg",0,0,0,0,0,1,0,0,0,0,1,0
"fc6NPksq_vawtPebFG70Ig",0,0,0,0,0,0,0,0,0,0,1,0
"zoPOqQe652LI31ToXWLuZQ",0,0,0,0,0,0,0,0,0,0,0,0
"YdzkfNJMuAmUjntJOid6kA",0,0,0,0,0,0,0,0,0,0,2,0
"TlH51pzFDEUStP9nu4OMsg",0,0,0,0,0,0,0,0,0,0,0,0
"0fhCrsiMltF_IAq6XZnZNA",0,0,0,0,0,0,0,1,0,0,1,0
"C0naNxtTD4WnQepet8w4Dw",0,0,0,0,0,0,0,2,0,0,0,0
"pOAJhTCeDjtL6DIxhKAkTg",0,0,0,0,0,0,0,0,0,0,0,0
"sFXDmJXFqaawkDQWGyLuuQ",0,0,0,0,0,0,0,0,0,0,0,0
"-NU8r3Ryt6-bzlu6_FUkWQ",0,0,0,0,0,0,0,0,0,0,0,0
"lAcXGgPhch01eJ-p_mzDLg",0,0,0,0,0,0,0,0,0,0,0,0
"MJ50f01xAHGhDH_F5inUcQ",0,0,0,0,0,0,0,0,0,0,1,0
"whCBoLlBpjfXTEwz5jvPSw",0,0,0,0,0,0,0,1,0,0,0,0
"w61QDy6Syr3EP9CzHkKZQA",0,0,0,0,0,0,0,0,0,0,0,0
"p6yyLWVvsBCD6mY0hpNMJw",0,0,0,0,0,0,0,0,0,0,6,0
"NU32VW0xa0x6JYuN4z9B5g",0,0,0,0,0,0,0,0,0,0,0,0
"q3XUJBFXjQHswvgWsrdtKg",0,0,0,0,0,0,0,0,0,1,0,0
"cedzaSljy5kIj6L8X9ezAA",0,0,0,0,0,0,0,0,0,0,0,0
"sxATneIglWIJ56PtnEbkIQ",0,0,0,0,0,0,0,0,0,0,0,0
"4D-ql_JaYjcSytqVp6KKjw",0,0,0,0,0,0,0,1,0,0,0,0
"zfUt65A4KID2hfeQGoufKA",0,0,0,0,0,0,0,0,0,0,0,0
"KzfOdDIkbvoVbFnRaPs11w",0,1,0,0,0,0,0,1,0,1,0,0
"SxGhPWROZWkA6bO0SbXDTw",0,0,0,0,0,0,0,1,0,0,0,0
"3wujN_paHssIyDnY6a3gqg",0,0,0,0,0,0,0,0,0,0,0,0
"xZfWMB6gu2RviJaAwxMCoQ",0,0,0,0,0,0,0,0,0,0,0,0
"i9gfjo0HryDLD4d1-Qh9EA",1,0,0,0,1,1,0,1,0,0,0,0
"sucbWAZUNrckw-I3SY-e6g",0,3,0,0,0,0,0,0,0,1,1,0
"ms3HpXGfXPlgFPxW2u6qUg",0,1,0,1,0,2,0,0,0,2,2,0
"HVAPotRkjJYv7GB3LpDvUw",0,0,0,0,0,0,0,1,0,0,0,0
"-Jipfxxm5Pp7ABILNfRIcA",1,0,0,0,0,1,0,0,0,0,0,0
"ajfwT6JQxARdp-rIBD8q-g",0,0,0,0,0,0,0,0,0,0,0,1
"pHlc3fzUf6kTXJrTolr1ng",0,0,0,0,0,0,0,0,0,0,0,0
"MeYgKQwSaN84dU7Y6Nq-bA",0,0,0,1,0,0,0,0,0,0,2,0
"B8_Lp6otgFjg5Mfpcr75Sw",0,0,0,0,0,0,1,0,0,0,0,0
"a3s_gas7uwauHgld4R5fiQ",0,0,0,0,0,0,0,0,0,0,0,0
"K_lSEkiafSmE2eAdlXPvTQ",0,1,0,0,0,0,0,1,0,0,0,0
"T3zlRaO3slhM-PNigMTYFw",0,0,0,0,0,1,0,3,0,0,1,0
"GUGaXyb1M284lTXvALw6SA",0,0,0,0,0,0,0,2,0,0,0,0
"-a9neuMP16NkJcZAD2EQ1A",1,1,0,0,0,1,1,1,1,0,0,0
"RhQoxZhOTG9p0JQTylxUQQ",0,1,0,0,0,0,0,0,0,0,0,0
"tAK70rqxP24Zl6o9VIDghQ",0,4,0,0,0,0,0,0,0,0,2,0
"sB3wbN0vaim-EgSlFQwGrQ",0,0,0,0,0,0,0,1,0,2,1,0
"rL1x3lKyuysa8OAeKlEw7Q",2,1,0,0,0,0,0,1,0,0,0,1
"YN5X3yRRDh0ImgkXp1YYaw",0,0,0,0,0,0,0,1,0,0,0,0
"HrgvgO6FZ2P0vdINngCMHQ",0,0,0,0,0,0,0,1,0,0,0,0
"Eez_RWvcMMfyJQh0FfWV3A",0,1,0,0,0,0,1,0,0,0,0,0
"BqKHF8KJvLpb5D06Yje97w",0,0,0,0,0,0,0,0,0,0,0,0
"D9dGhsmpHxus7yZCFSJNwg",0,1,0,0,0,0,0,0,1,0,0,0
"JyGj6dGqOEwEhs8cTflInQ",0,0,0,0,0,0,0,0,0,0,0,0
"iCfwd0MQ1Yb4yiKAPIaLWA",0,0,0,1,0,0,0,0,0,0,0,0
"75-fri9S9u14lqkh5vjsog",1,0,0,0,0,0,1,1,0,1,0,0
"xZJDXUJDncjrhgwrlJ_zOA",0,0,0,0,0,0,0,0,0,0,2,0
"f5DgR0Ae-frpCTlgC_-ffw",0,1,0,0,0,0,0,0,0,0,1,0
"Wv-j910cfMnKOg1JNHjENQ",0,0,0,0,0,0,0,1,0,0,0,0
"--y1Prd5xL4KR-Xo-aXssQ",0,3,0,0,0,0,0,0,0,0,2,0
"r4xJbE5ZtJJIINFOYlH4hw",0,0,0,0,0,0,0,0,0,0,0,0
"CBOS8eIC9gwHACeDsyjaCg",0,0,0,0,0,0,0,0,0,0,0,0
"tNIerWvnO3fuAyC98C4G9g",0,0,0,0,0,0,0,0,0,0,0,0
"_FofDn28X05NKWvm4U0Low",0,0,0,0,0,0,0,0,0,0,0,0
"hdLH4EA7tWRgK9IQ-0LCvA",0,0,0,0,0,0,0,0,0,0,0,0
"xsXOd2Tt7lTlgJ0f4jJQBg",0,0,0,0,1,0,0,0,0,0,0,0
"MuPoSpsT7y2q7kgy999uPg",0,0,0,0,0,1,0,0,0,0,1,0
"G1L2K5Bo5YS58ETOmP-1Hw",0,0,0,0,0,0,0,0,0,0,0,0
"1HOpNSsOoUOPPyE9Ojnrig",0,0,0,0,0,0,0,1,0,0,0,0
"Vh67SweZw6UMP0qS_siaDQ",0,0,0,0,0,0,0,0,0,0,0,0
"NK29yfP60YnzA5xHIH_LKg",0,0,0,0,0,0,0,0,0,0,0,0
"U8Z6-HRGnDim8nrVBWnDJw",1,0,0,0,0,1,0,0,0,0,0,0
"aIpx8mBCWhUvMzGMPQTu9w",0,0,0,0,2,0,0,2,0,0,0,0
"8ipOiw38r4NTjbe9ta22ww",0,0,0,0,0,0,0,0,0,0,0,0
"bz7sZpmMUtwX7zk55w4UKQ",0,0,0,0,0,0,0,1,0,0,0,0
"yzTs87k_Wgg1fClVfi9lPQ",0,0,0,0,0,0,0,0,0,0,3,0
"1j941GYPj3IyAmAz6-MfFA",0,0,0,0,0,0,0,0,0,0,0,0
"7zDgeR8trHC_eo10jLvsmw",0,0,0,0,1,0,0,0,0,0,0,0
"TG-g_ejQnsKJVk5CvwlO9Q",0,0,0,0,0,0,0,0,0,0,1,1
"2Lxk1V-hnHLrecx4sercrw",0,0,0,0,0,0,0,1,0,0,1,0
"7IUadR10W7msWxSAD3Oj0A",0,0,0,0,0,0,0,0,0,0,0,0
"ahuCIJbp9iiroTpSSLh9AA",0,0,0,0,0,0,0,0,0,0,0,0
"x-5BOOOBSsMcof8u7fi6LQ",0,0,0,0,0,0,0,0,0,0,0,0
"1wVYYZ-hjJ5KDmOXRvRx2w",0,0,0,0,0,0,0,0,0,0,0,0
"ZR5UYpnNRn06JZcW7MfeNA",1,0,0,0,0,1,0,1,0,0,0,0
"NumtUO3UjytzaOtyZnVIcw",0,0,0,0,0,0,0,1,0,1,0,0
"5zxwoCweLVlK6y7oEkf3MQ",0,0,0,0,0,0,0,0,0,0,1,0
"bykMnkf8gwRDsi0eo_0xxw",0,0,0,0,0,0,0,0,0,0,0,0
"WsmlHIGzprMtlB11E2yQUA",0,0,0,0,0,0,0,0,1,0,0,0
"YKgskz8sY7OX7Z7yY8OIQw",0,4,0,1,0,0,2,0,0,0,0,0
"XYglNLrFRGSqkgLtnBlwKQ",0,0,0,0,0,0,0,0,0,0,0,0
"B91-d3nT1ffjbNbMcMryJw",0,0,0,0,0,0,0,0,0,0,0,0
"2zfcqb-xR5zHlHnJWp1mKg",1,0,0,0,0,1,0,4,0,0,0,0
"pNpeF6bxC6G2iY3OOXBESg",0,0,0,0,0,0,0,0,0,0,0,0
"KfhUEGAZ2QyPE5zomdC7fQ",0,0,0,0,0,0,0,0,0,0,0,0
"OwFAE9fAUvPm409WzSqSyg",0,0,0,0,0,0,0,0,0,0,2,0
"hBjraiQftX6_7r8pPHzXWA",0,0,0,0,1,1,0,2,0,0,2,0
"WKH_tzoffsFHBk_pdAh2sw",0,3,0,0,0,0,0,0,0,1,8,0
"eSZFdIE1UMNQesVRLmwJzw",0,2,0,0,0,0,0,0,0,0,1,0
"S9t_HbX9MG7y19355AumvA",3,1,0,0,0,0,0,0,0,0,0,0
"WsK1o5jSU_Ajx0s-xTc8Xg",0,2,0,0,0,0,0,0,0,0,0,0
"r8hDQ_HVBtP_XzsCCC49Eg",0,0,0,0,0,0,0,0,0,1,0,0
"HMlpukHKwsxFCc0wuqZi2A",0,0,0,0,0,0,0,0,0,0,0,0
"JRYfm6oMyhOABvgiHKbAKA",1,1,0,1,0,0,0,0,0,0,4,0
"z2657Lc8r9hgNeyBr5D2sA",0,0,0,0,0,0,0,0,0,0,0,0
"BG-R2NH7nhyE5WSDfGV3ew",0,0,0,0,0,0,0,0,0,0,1,0
"WnK-YGeBg_eqnbmJoyROXw",0,0,0,0,0,0,0,0,0,0,1,0
"4ELLo4uFt2sEwyNZ4cXfcw",1,0,0,0,0,0,0,1,0,0,0,0
"v1O_nRL5XR5MY317h7flGQ",0,1,0,0,0,1,0,2,0,0,1,0
"ihZZhXAwNSnDxD9Hh-l7KQ",0,3,0,0,0,0,0,1,0,1,7,0
"2Raj0W6XLH7GUphAbx5_pQ",0,0,0,0,0,0,0,2,0,0,0,0
"QGLWSVTLQOLyS57aroOUtg",0,0,0,0,0,0,0,0,0,0,2,0
"PVm1C-lGwCCuc4h-AyXdFw",0,0,0,0,0,0,0,0,0,0,0,0
"SWkV4Sq34sLAjw2GHFwpWw",0,0,0,1,0,0,0,0,0,0,1,0
"hmaYu2fwVRvwbyhjWbmLIg",0,0,0,0,0,0,0,1,0,0,0,0
"OVySQoSHjOWqXyy1oFUdww",1,0,0,0,0,1,0,4,0,1,0,0
"P3op4VHsZJ4Agkedc8IbkA",0,1,0,0,0,0,0,0,0,0,0,0
"ahPKLAYUocDc-gr9Mg3NRw",1,0,0,0,0,1,0,0,0,0,1,0
"SCExNh0ht8_7Xdx0vN4UWA",0,0,0,0,0,0,0,2,0,0,1,0
"4VA7IpArI6nUwzENc9HusA",0,0,0,0,0,0,0,0,0,0,0,0
"IFIAs8pOFh6tWBmL7ICSQg",0,0,0,0,0,0,0,0,0,0,0,0
"7F2f6kkwjC_NxffrUdE7VA",0,0,0,0,0,0,0,0,0,0,0,0
"PPu4iF5pA9iU4Fo_j_Mw4A",0,0,0,0,0,0,0,0,0,0,0,0
"bAgy3JmhyS8_cAhx9njycg",0,0,0,0,0,0,1,3,0,0,1,0
"renVKVKpoN1zc-4gacrT4A",0,1,0,0,0,0,0,0,0,3,2,0
"QGwIfMMFZQgu2PLsFrKx-A",0,0,0,0,0,0,0,0,0,0,2,0
"TLI49n_4bbogM0sE8T-dUw",0,0,0,0,0,0,0,0,0,0,0,0
"NREN1M0SxusrKLwAYn7vFA",0,0,0,0,1,0,0,0,0,1,0,0
"m3i6aUO5PI8cKpFBxtvcfg",0,0,0,0,0,0,0,2,0,0,0,0
"EGOzwmdFpccx-XhXCUdfrw",0,0,0,0,0,0,0,1,0,1,0,0
"IAFf2hnXnH_FKoEcg2B5Iw",0,0,0,0,0,0,0,0,2,0,0,0
"yJmgYg2-TJgHTs9gPNLMXA",0,0,0,0,3,0,0,1,0,1,0,0
"V0ORnCSIddNXnSNKLpWlgg",0,0,0,0,0,0,0,0,0,0,0,0
"Sy04NjHw04HOc_OeUxczcA",0,0,0,0,0,0,0,0,0,0,0,0
"kLhpQxa3ZtRq335BKcXktA",0,0,0,0,0,0,0,1,0,0,0,0
"hLBGX3NM6EreKUXQUf7Z_w",0,0,0,0,0,0,0,0,0,0,0,0
"fXahfOKCCQ7bKvR_EVGaaw",0,2,0,0,0,0,0,0,0,6,9,0
"TKCN_etGpnCiIggmI8GRkg",0,0,0,0,0,0,0,0,0,0,0,0
"wnY_0nzjuNG-k6N_lQHLcA",0,0,0,0,0,0,0,0,0,0,3,0
"RvmewOUWOJ1yhFenvIQFxg",0,0,0,0,0,0,0,0,0,0,0,0
"UtKW5yyDq9p64n-aH68URA",0,0,0,0,0,0,0,0,0,0,1,0
"FAS_3J-1_MjDQyvZlLHSbg",0,0,0,0,0,0,0,0,0,0,0,0
"4w4egbyDYPagTT_bIpmPKw",0,0,0,0,0,0,0,0,0,0,0,0
"bENl_ofVie8Pf_jeReF4pQ",1,0,0,0,0,1,0,1,0,0,0,0
"8npneAySfsPZFyo4heykUQ",0,0,0,0,0,0,0,0,0,0,0,0
"EgQCnqYIUgOTo3BVZSYhbg",0,0,0,0,0,0,0,0,0,0,1,0
"xDfdNB9-AXhpTw-gjPk3HA",0,0,0,0,0,0,0,0,0,0,0,0
"38BQD89dnvMF58X1uCDNmQ",0,0,0,0,0,0,0,1,0,0,0,0
"I3wwweJiWWntmWbDljz2Eg",0,0,0,0,0,0,0,0,0,0,0,0
"JTuQrkEF9Orji0k5okA20Q",0,0,0,0,0,0,0,0,0,0,0,0
"qLKCEGAfV2QsqZ7JkEpBKg",0,0,0,0,0,0,0,2,0,0,1,0
"BMsV9EomGSA_J64VlZv6EA",0,0,0,0,0,0,0,0,0,0,0,0
"80wIt2jN0Oqe2LTFW7TuSQ",0,0,0,0,0,0,1,1,0,0,0,0
"mhUztOYEXiqlCcUlHvoBHw",0,0,0,0,0,0,1,1,0,0,0,0
"W4SagjKCmWc_iISFBBA9Ew",0,1,0,0,0,0,0,3,0,0,0,0
"tzr8g5TexdFuLuPrAh3V1A",0,0,0,0,0,0,0,0,0,0,0,0
"0u3xHqD-mMSoq7lZdfGFAQ",0,0,0,0,0,0,0,1,0,0,0,0
"nYnhzBlr7rXi0je5r-UDXQ",0,0,0,0,0,0,0,0,0,0,0,0
"U7RJgZlOppTMAgUwDX06Lw",0,1,0,0,0,0,0,1,0,0,0,1
"iHy0YVTU9ndv9UCbmCkMdQ",0,0,0,0,0,0,0,2,0,0,0,0
"_MSylptFXkKT4of2C8-QoQ",0,0,0,0,0,0,0,1,0,0,0,0
"FpVLNdW20HVGeUoG-T6TZA",0,0,0,0,0,0,0,0,0,0,0,0
"lOZVV4jvQlwPKgcU-a0uXg",0,0,0,0,0,0,0,1,0,0,0,0
"lLFQZzZKBrmOcyHb_Q_Mng",0,0,0,0,0,0,0,0,0,0,0,0
